year_s,鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,土地位置
101-4,中壢區,土地,月眉段1511地號,295.0,,特定農業區,農牧用地,1010815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,13500,46.0,,0.0,0,,RPOOMLRKQHHFFBH58DC,桃園市中壢區月眉段1511地號
101-4,桃園區,土地,同德段35地號,1579.21,商,,,1010812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,637251,404.0,,0.0,0,,RPRQMLTLQHHFFAH56CC,桃園市桃園區同德段35地號
101-4,龜山區,土地,72-2地號,1223.14,農,,,1011001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,133200,109.0,,0.0,0,,RPOPMLPJRHHFFAH28CC,桃園市龜山區72-2地號
101-4,中壢區,土地,青昇段437地號,4174.12,商,,,1010901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,340000,81.0,,0.0,0,,RPRRMLMKRHHFFBH68CC,桃園市中壢區青昇段437地號
101-4,桃園區,土地,新埔段71地號,186.0,其他,,,1011115,土地1建物0車位0,,,店面(店鋪),,,,0.0,0,0,0,無,無,無,50000,269.0,,0.0,0,,RPXOMLSKRHHFFAH86CC,桃園市桃園區新埔段71地號
101-4,楊梅區,土地,水美段1533地號,2219.88,農,特定農業區,農牧用地,1011001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,9.0,,0.0,0,,RPPNMLSKRHHFFDH98DC,桃園市楊梅區水美段1533地號
101-4,桃園區,土地,富國段158地號,95.0,住,,,1010903,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,13000,137.0,,0.0,0,,RPTPMLLLRHHFFAH58CC,桃園市桃園區富國段158地號
101-4,龍潭區,土地,奉慈段94地號,923.69,農,一般農業區,農牧用地,1010827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,99000,107.0,,0.0,0,,RPXNMLQLRHHFFCH86CC,桃園市龍潭區奉慈段94地號
101-4,大園區,土地,青山段429-4地號,2630.89,住,,,1020301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,170000,65.0,,0.0,0,,RPSNMLSLRHHFFEH76CC,桃園市大園區青山段429-4地號
101-4,龜山區,土地,63-2地號,501.0,農,,,1011001,土地3建物0車位0,,,倉庫,,,,0.0,0,0,0,有,無,無,140000,,,0.0,0,,RPVOMLMKIIHFFAH87CC,桃園市龜山區63-2地號
101-4,平鎮區,土地,南華段1214地號,95.54,其他,,,1011020,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,105.0,,0.0,0,,RPWNMLSKIIHFFGH56DC,桃園市平鎮區南華段1214地號
101-4,蘆竹區,土地,南青段163地號,1152.58,農,,,1010918,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,13000,11.0,,0.0,0,,RPRRMLSKIIHFFEH78CC,桃園市蘆竹區南青段163地號
101-4,大園區,土地,內海墘段58-41地號,69.0,,鄉村區,乙種建築用地,1011015,土地1建物0車位0,全,,透天厝,,,,0.0,0,0,0,有,無,有,7000,101.0,,0.0,0,,RPTRMLTKIIHFFEH09CC,桃園市大園區內海墘段58-41地號
101-4,桃園區,土地,小檜溪段67地號,379.0,其他,,,1011101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,75000,198.0,,0.0,0,,RPWQMLPLIIHFFAH58CC,桃園市桃園區小檜溪段67地號
101-4,桃園區,土地,埔子段埔子小段1894地號,375.0,住,,,1011009,土地1建物0車位0,,,店面(店鋪),,,,0.0,0,0,0,有,無,無,60000,160.0,,0.0,0,,RPSSMLQLIIHFFAH48CC,桃園市桃園區埔子段埔子小段1894地號
101-4,龜山區,土地,南崁頂段陳厝坑小段37-2地號,2151.0,農,,,1011001,土地3建物0車位0,,,倉庫,,,,0.0,0,0,0,有,無,無,234000,,,0.0,0,,RPWSMLQLIIHFFAH88CC,桃園市龜山區南崁頂段陳厝坑小段37-2地號
101-4,桃園區,土地,玉山段447地號,285.74,住,,,1011201,土地1建物0車位0,,,工廠,,,,0.0,0,0,0,無,無,無,21000,,,0.0,0,,RPRNMLRLIIHFFAH97CC,桃園市桃園區玉山段447地號
102-1,楊梅區,土地,大金山下段大金山下小段55-297地號,342.0,住,,,1011101,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,32000,94.0,,0.0,0,,RPTOMLMJJIHFFDH08DC,桃園市楊梅區大金山下段大金山下小段55-297地號
102-1,中壢區,土地,普仁段226-9地號,97.36,住,,,1011011,土地3建物0車位0,全,,透天厝,,,,0.0,4,2,3,有,無,無,40000,411.0,,0.0,0,,RPPNMLOJJIHFFBH57DC,桃園市中壢區普仁段226-9地號
102-1,蘆竹區,土地,六福段721地號,1515.89,工,,,1011026,土地3建物0車位0,,,工廠,,,,0.0,0,1,1,有,無,無,65000,,,0.0,0,,RPWPMLMKJIHFFEH58CC,桃園市蘆竹區六福段721地號
102-1,中壢區,土地,普義段434-1地號,195.0,其他,,,1011017,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,513.0,,0.0,0,,RPQQMLOKJIHFFBH97CC,桃園市中壢區普義段434-1地號
102-1,蘆竹區,土地,南山段687-8地號,2598.82,工,,,1011115,土地9建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,31.0,,0.0,0,,RPWPMLLLJIHFFEH58CC,桃園市蘆竹區南山段687-8地號
102-1,楊梅區,土地,草湳坡段埔心小段37-1地號,86.0,住,,,1011112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,15000,174.0,,0.0,0,,RPQNMLSLJIHFFDH58EC,桃園市楊梅區草湳坡段埔心小段37-1地號
102-1,平鎮區,土地,平鎮段958地號,452.9,農,,,1011205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,54800,121.0,,0.0,0,,RPVOMLKMJIHFFGH58CC,桃園市平鎮區平鎮段958地號
102-1,桃園區,土地,慈文段2000地號,1457.0,住,,,1011201,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,330000,226.0,,0.0,0,,RPUOMLQJKIHFFAH28CC,桃園市桃園區慈文段2000地號
102-1,桃園區,土地,慈文段2000地號,1457.0,住,,,1011201,土地11建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,330000,226.0,,0.0,0,,RPOPMLQJKIHFFAH77CC,桃園市桃園區慈文段2000地號
102-1,八德區,土地,前程段531地號,201.0,住,,,1011128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,有,39000,194.0,,0.0,0,含增建或未登記建物。,RPWNMLQJKIHFFFH88CC,桃園市八德區前程段531地號
102-1,新屋區,土地,高洲段193地號,5235.58,工,,,1011206,土地13建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,168000,32.0,,0.0,0,,RPSNMLRKKIHFFDH48CC,桃園市新屋區高洲段193地號
102-1,中壢區,土地,大華段921-1地號,407.0,工,,,1011205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,69.0,,0.0,0,,RPTNMLPLKIHFFBH38DC,桃園市中壢區大華段921-1地號
102-1,蘆竹區,土地,水尾段2162地號,643.14,工,,,1011212,土地2建物0車位0,,,工廠,,,,0.0,0,0,0,無,無,有,15000,,,0.0,0,,RPUTMLNJJHIFFEH78CC,桃園市蘆竹區水尾段2162地號
102-1,蘆竹區,土地,水尾段2162地號,643.14,工,,,1011212,土地2建物0車位0,,,工廠,,,,0.0,0,0,0,有,無,無,20000,,,0.0,0,,RPVTMLNJJHIFFEH88CC,桃園市蘆竹區水尾段2162地號
102-1,蘆竹區,土地,公埔段320地號,2114.92,工,,,1020725,土地1建物0車位0,,,廠辦,,,,0.0,0,0,0,無,無,無,80000,38.0,,0.0,0,,RPRNMLPJJHIFFEH08CC,桃園市蘆竹區公埔段320地號
102-1,八德區,土地,興豐段764地號,26.44,住,,,1020116,土地1建物0車位0,,,其他,,,,0.0,1,1,1,有,無,有,5500,208.0,,0.0,0,建物無保存登記,RPWOMLQKJHIFFFH98CC,桃園市八德區興豐段764地號
102-1,中壢區,土地,仁愛段910地號,140.0,住,,,1020215,土地1建物0車位0,,,其他,,,,0.0,2,2,2,有,無,有,25000,179.0,,0.0,0,,RPXQMLSLJHIFFBH66DC,桃園市中壢區仁愛段910地號
102-1,八德區,土地,大華段153地號,37.24,住,,,1020128,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,806.0,,0.0,0,地上有未保存建物土地只租部分,RPOOMLKMJHIFFFH97EC,桃園市八德區大華段153地號
102-2,八德區,土地,興豐段756地號,26.44,住,,,1020206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,6000,227.0,,0.0,0,建物無保存登記,RPVNMLOJKHIFFFH58CC,桃園市八德區興豐段756地號
102-2,中壢區,土地,自立段763地號,80.0,住,,,1020201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,313.0,,0.0,0,,RPURMLOJKHIFFBH58DC,桃園市中壢區自立段763地號
102-2,平鎮區,土地,北興段617-1地號,2421.0,農,,,1030301,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,105000,43.0,,0.0,0,,RPSNMLTKKHIFFGH09DC,桃園市平鎮區北興段617-1地號
102-2,大園區,土地,大牛稠段大牛稠小段678地號,2110.0,農,特定農業區,農牧用地,1020301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,41667,20.0,,0.0,0,,RPUNMLOJLHIFFEH48CC,桃園市大園區大牛稠段大牛稠小段678地號
102-2,大園區,土地,埔心段埔心小段1541地號,730.0,,特定農業區,甲種建築用地,1020301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,22000,30.0,,0.0,0,,RPUNMLRJLHIFFEH88DC,桃園市大園區埔心段埔心小段1541地號
102-2,大園區,土地,埔心段埔心小段1541地號,730.0,,特定農業區,甲種建築用地,1020301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,22000,30.0,,0.0,0,,RPQOMLRJLHIFFEH58DC,桃園市大園區埔心段埔心小段1541地號
102-2,平鎮區,土地,德育段397地號,34.18,其他,,,1020128,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,16000,468.0,,0.0,0,,RPRNMLNKLHIFFGH38CC,桃園市平鎮區德育段397地號
102-2,中壢區,土地,青昇段409地號,3721.03,其他,,,1020308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,168000,45.0,,0.0,0,,RPSUMLOKLHIFFBH78CC,桃園市中壢區青昇段409地號
102-2,楊梅區,土地,草湳坡段草湳坡小段10-2地號,5196.0,農,,,1020301,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,165000,32.0,,0.0,0,,RPROMLPKLHIFFDH38CC,桃園市楊梅區草湳坡段草湳坡小段10-2地號
102-2,大園區,土地,內海墘段387-3地號,241.0,其他,,,1020320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,9000,37.0,,0.0,0,,RPROMLPLLHIFFEH78EC,桃園市大園區內海墘段387-3地號
102-2,中壢區,土地,大江段494地號,168.0,其他,,,1020317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,119.0,,0.0,0,,RPUVMLPLLHIFFBH76DC,桃園市中壢區大江段494地號
102-2,中壢區,土地,大江段494地號,168.0,其他,,,1020317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,119.0,,0.0,0,,RPWVMLPLLHIFFBH96DC,桃園市中壢區大江段494地號
102-2,中壢區,土地,大江段494地號,168.0,其他,,,1020317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,119.0,,0.0,0,,RPXVMLPLLHIFFBH07DC,桃園市中壢區大江段494地號
102-2,中壢區,土地,青平段122地號,2120.03,其他,,,1020401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,228900,108.0,,0.0,0,,RPVRMLOLMHIFFBH09DC,桃園市中壢區青平段122地號
102-3,中壢區,土地,自立段760地號,92.0,工,,,1020410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,5000,54.0,,0.0,0,,RPVOMLNJNHIFFBH58DC,桃園市中壢區自立段760地號
102-3,龜山區,土地,文化段193地號,162.08,住,,,1020428,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,40000,247.0,,0.0,0,,RPXPMLTJNHIFFAH66CC,桃園市龜山區文化段193地號
102-3,八德區,土地,廣福段24地號,121.25,商,,,1020510,土地1建物0車位0,,,店面(店鋪),,,,0.0,6,3,3,有,無,無,80000,660.0,,0.0,0,租賃標的含為未登記建物有稅籍水電與門牌。含稅金費用。,RPXOMLNKNHIFFFH66DC,桃園市八德區廣福段24地號
102-3,大園區,土地,大牛稠段大牛稠小段678地號,2110.0,,特定農業區,農牧用地,1020128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,41667,20.0,,0.0,0,,RPUPMLMLNHIFFEH09EC,桃園市大園區大牛稠段大牛稠小段678地號
102-3,桃園區,土地,鹽埕段72地號,120.9,住,,,1020510,土地1建物0車位0,全,,透天厝,,,,0.0,0,0,0,無,無,無,20000,165.0,,0.0,0,房屋無保存登記.,RPROMLNJOHIFFAH08CC,桃園市桃園區鹽埕段72地號
102-3,八德區,土地,大安段1109地號,2150.0,農,特定農業區,農牧用地,1020604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,260000,121.0,,0.0,0,1.含未登記建物2棟。2.第五年起月租調整為28萬元,RPPPMLOJOHIFFFH58CC,桃園市八德區大安段1109地號
102-3,中壢區,土地,忠孝段171地號,1882.0,住,,,1020501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,166667,89.0,,0.0,0,,RPURMLPJOHIFFBH09DC,桃園市中壢區忠孝段171地號
102-3,平鎮區,土地,東北段915-16地號,421.73,住,,,1020517,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,18000,43.0,,0.0,0,建物鐵皮無保存,RPSNMLNKOHIFFGH78CC,桃園市平鎮區東北段915-16地號
102-3,八德區,土地,永福段472地號,90.21,住,,,1020608,土地1建物0車位0,全,,透天厝,,,,0.0,3,2,2,有,無,無,12000,133.0,,0.0,0,有未保存房屋一棟,RPVNMLTKPHIFFFH27EC,桃園市八德區永福段472地號
102-3,平鎮區,土地,三興段224地號,361.7,住,,,1020801,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,83.0,,0.0,0,,RPSNMLKLPHIFFGH68CC,桃園市平鎮區三興段224地號
102-3,平鎮區,土地,平東段455地號,32.03,住,,,1020627,土地1建物0車位0,全,,透天厝,,,,0.0,1,1,1,有,無,有,5000,156.0,,0.0,0,,RPSPMLMLPHIFFGH09CC,桃園市平鎮區平東段455地號
102-4,中壢區,土地,青平段17地號,791.24,其他,,,1020806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90820,115.0,,0.0,0,,RPWQMLSJQHIFFBH07DC,桃園市中壢區青平段17地號
102-4,中壢區,土地,青平段17地號,791.24,其他,,,1020806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90820,115.0,,0.0,0,,RPORMLSJQHIFFBH98DC,桃園市中壢區青平段17地號
102-4,中壢區,土地,自立段1456-1地號,117.0,住,,,1020726,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,85.0,,0.0,0,,RPPQMLTKQHIFFBH56DC,桃園市中壢區自立段1456-1地號
102-4,龜山區,土地,128地號,940.0,住,,,1020726,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,181818,193.0,,0.0,0,,RPQNMLPLQHIFFAH48CC,桃園市龜山區128地號
102-4,龍潭區,土地,銅鑼圈段1118-17地號,1396.0,,山坡地保育區,農牧用地,1020816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,20.0,,0.0,0,,RPSOMLQLQHIFFCH09CC,桃園市龍潭區銅鑼圈段1118-17地號
102-4,八德區,土地,興豐段2662地號,477.61,住,,,1020904,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,65000,136.0,,0.0,0,,RPVNMLKKRHIFFFH09DC,桃園市八德區興豐段2662地號
102-4,八德區,土地,同福段7-3地號,991.7,農,,,1020803,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,25000,25.0,,0.0,0,,RPTNMLRKRHIFFFH07EC,桃園市八德區同福段7-3地號
102-4,龍潭區,土地,九座寮段463-5地號,51.0,,一般農業區,甲種建築用地,1020801,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,6000,118.0,,0.0,0,,RPOPMLPLRHIFFCH78CC,桃園市龍潭區九座寮段463-5地號
102-4,龍潭區,土地,九座寮段463-5地號,51.0,,一般農業區,甲種建築用地,1020801,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,6000,118.0,,0.0,0,,RPPPMLPLRHIFFCH88CC,桃園市龍潭區九座寮段463-5地號
102-4,新屋區,土地,新生段162地號,107.0,其他,,,1021001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,15000,140.0,,0.0,0,,RPUOMLLJIIIFFDH08DC,桃園市新屋區新生段162地號
102-4,八德區,土地,興仁段75地號,274.65,商,,,1021005,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,44.0,,0.0,0,,RPRNMLSJIIIFFFH68EC,桃園市八德區興仁段75地號
102-4,蘆竹區,土地,水尾段2161地號,1410.99,工,,,1021004,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,220000,156.0,,0.0,0,,RPQQMLOKIIIFFEH28CC,桃園市蘆竹區水尾段2161地號
103-1,平鎮區,土地,鎮安段1537地號,95.85,住,,,1020915,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,104.0,,0.0,0,,RPTOMLOKJIIFFGH78DC,桃園市平鎮區鎮安段1537地號
103-1,龍潭區,土地,上華段756地號,175.34,,一般農業區,甲種建築用地,1021010,土地1建物0車位0,,,其他,,,,0.0,6,0,0,有,無,無,17000,97.0,,0.0,0,上有未保存建物一棟,RPXNMLSKJIIFFCH98CC,桃園市龍潭區上華段756地號
103-1,八德區,土地,福興段922地號,1084.49,住,,,1021107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,96000,89.0,,0.0,0,,RPSNMLPLJIIFFFH68DC,桃園市八德區福興段922地號
103-1,龍潭區,土地,新烏樹林段1005地號,198.38,,鄉村區,乙種建築用地,1021102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,14000,71.0,,0.0,0,,RPPNMLSLJIIFFCH28CC,桃園市龍潭區新烏樹林段1005地號
103-1,中壢區,土地,仁德段110地號,48.08,住,,,1021201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,5500,114.0,,0.0,0,,RPRQMLOJKIIFFBH28DC,桃園市中壢區仁德段110地號
103-1,中壢區,土地,仁德段110地號,48.08,住,,,1021127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,5500,114.0,,0.0,0,,RPOSMLTJKIIFFBH68DC,桃園市中壢區仁德段110地號
103-1,桃園區,土地,中山段214-2地號,310.4,住,,,1021210,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,81.0,,0.0,0,,RPOOMLMKKIIFFAH47CC,桃園市桃園區中山段214-2地號
103-1,大園區,土地,內海墘段1598-10地號,143.0,住,,,1021215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,22000,154.0,,0.0,0,有未保存建築物,RPROMLNLKIIFFEH38CC,桃園市大園區內海墘段1598-10地號
103-1,中壢區,土地,仁愛段399地號,102.0,住,,,1021225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,588.0,,0.0,0,,RPQSMLPLKIIFFBH58CC,桃園市中壢區仁愛段399地號
103-1,平鎮區,土地,廣北段1474地號,111.0,住,,,1021202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45455,410.0,,0.0,0,,RPWNMLLMKIIFFGH88CC,桃園市平鎮區廣北段1474地號
103-1,平鎮區,土地,平東段455地號,32.03,住,,,1030106,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,4000,125.0,,0.0,0,係屬平房無保存登記,RPUPMLRKJHJFFGH56CC,桃園市平鎮區平東段455地號
103-1,平鎮區,土地,平東段144-2地號,53.41,住,,,1030108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,16000,300.0,,0.0,0,鐵皮屋無建物保存,RPVPMLRKJHJFFGH66CC,桃園市平鎮區平東段144-2地號
103-1,桃園區,土地,大興段259地號,485.48,住,,,1030120,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,135000,278.0,,0.0,0,,RPWQMLMLJHJFFAH58DC,桃園市桃園區大興段259地號
103-1,中壢區,土地,青平段353-1地號,1782.06,其他,,,1030102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25500,14.0,,0.0,0,,RPWSMLMLJHJFFBH88DC,桃園市中壢區青平段353-1地號
103-1,中壢區,土地,後興段506-1地號,21.6,住,,,1030101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,463.0,,0.0,0,,RPVOMLPLJHJFFBH58CC,桃園市中壢區後興段506-1地號
103-2,桃園區,土地,桃園段武陵小段117-24地號,383.0,商,,,1030103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,157600,411.0,,0.0,0,,RPORMLRJKHJFFAH18CC,桃園市桃園區桃園段武陵小段117-24地號
103-2,八德區,土地,永豐段1247地號,56.68,農,,,1030109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,6000,106.0,,0.0,0,建物平房未保存登記3房2廳1衛未附傢俱,RPPOMLRKKHJFFFH78EC,桃園市八德區永豐段1247地號
103-2,中壢區,土地,成功段773-3地號,416.0,住,,,1030206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,29.0,,0.0,0,建物未保存登記2房2廳3衛1-3樓無附傢俱,RPTOMLSKKHJFFBH68CC,桃園市中壢區成功段773-3地號
103-2,桃園區,土地,大興段259地號,485.48,住,,,1030120,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,135000,278.0,,0.0,0,,RPOOMLLLKHJFFAH57DC,桃園市桃園區大興段259地號
103-2,中壢區,土地,榮民段339地號,77.0,住,,,1030221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,8500,110.0,,0.0,0,建物平房未保存登記3房1廳1衛附熱水瓶.抽油煙機.流理臺.瓦斯爐,RPWPMLQLKHJFFBH98CC,桃園市中壢區榮民段339地號
103-2,平鎮區,土地,平鎮段958地號,833.0,商,,,1030306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,75000,90.0,,0.0,0,,RPPOMLTKLHJFFGH09DC,桃園市平鎮區平鎮段958地號
103-2,蘆竹區,土地,南青段169地號,1152.58,其他,,,1030325,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,14000,12.0,,0.0,0,,RPWPMLSLLHJFFEH96CC,桃園市蘆竹區南青段169地號
103-2,中壢區,土地,新興段475-5地號,3037.16,農,,,1030407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,10.0,,0.0,0,,RPORMLRJMHJFFBH48CC,桃園市中壢區新興段475-5地號
103-2,楊梅區,土地,大金山下段大金山下小段55-292地號,342.0,其他,,,1030327,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,73.0,,0.0,0,,RPWNMLRJMHJFFDH56DC,桃園市楊梅區大金山下段大金山下小段55-292地號
103-2,桃園區,土地,龍祥段387-1地號,84.75,其他,,,1030327,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,177.0,,0.0,0,未辦保存登記,RPPOMLSJMHJFFAH48EC,桃園市桃園區龍祥段387-1地號
103-2,蘆竹區,土地,文中段1141地號,90.19,其他,,,1030417,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,25000,277.0,,0.0,0,含增建或未登記建物。,RPQOMLRKMHJFFEH78CC,桃園市蘆竹區文中段1141地號
103-2,桃園區,土地,同安段1277地號,554.0,住,,,1030328,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,230000,415.0,,0.0,0,,RPURMLNLMHJFFAH88DC,桃園市桃園區同安段1277地號
103-3,大園區,土地,沙崙段坡堵小段269地號,1685.0,,一般農業區,農牧用地,1030425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,6.0,,0.0,0,含增建或未登記建物。,RPVNMLQJNHJFFEH56DC,桃園市大園區沙崙段坡堵小段269地號
103-3,平鎮區,土地,廣西段375地號,962.0,住,,,1030505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,280000,291.0,,0.0,0,,RPSOMLNLNHJFFGH98CC,桃園市平鎮區廣西段375地號
103-3,中壢區,土地,成功段758地號,52.9,其他,,,1030517,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,473.0,,0.0,0,,RPSNMLNJOHJFFBH28CC,桃園市中壢區成功段758地號
103-3,中壢區,土地,三座屋段舊社小段41-17地號,494.0,住,,,1030603,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,162.0,,0.0,0,,RPTPMLOJOHJFFBH68CC,桃園市中壢區三座屋段舊社小段41-17地號
103-3,新屋區,土地,新生段162地號,107.0,住,,,1030602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,140.0,,0.0,0,,RPSOMLRKOHJFFDH56DC,桃園市新屋區新生段162地號
103-3,大園區,土地,田心子段田心子小段58地號,1850.0,工,,,1030601,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,165000,89.0,,0.0,0,,RPUOMLOLOHJFFEH76EC,桃園市大園區田心子段田心子小段58地號
103-3,桃園區,土地,中路段2653地號,432.35,其他,,,1030627,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,93.0,,0.0,0,,RPTVMLLJPHJFFAH98CC,桃園市桃園區中路段2653地號
103-3,八德區,土地,興豐段764地號,26.44,住,,,1030701,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,6500,246.0,,0.0,0,建物無保存登記,RPOPMLLJPHJFFFH38CC,桃園市八德區興豐段764地號
103-3,平鎮區,土地,廣西段382地號,1033.0,住,,,1030603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,112500,109.0,,0.0,0,租金含稅。實際租賃建物無保存登記。,RPWOMLMJPHJFFGH66CC,桃園市平鎮區廣西段382地號
103-3,龍潭區,土地,新烏樹林段1004地號,233.03,,鄉村區,乙種建築用地,1030701,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,129.0,,0.0,0,,RPUNMLMJPHJFFCH58CC,桃園市龍潭區新烏樹林段1004地號
103-3,八德區,土地,中華段1716地號,327.2,,特定農業區,農牧用地,1030706,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,46.0,,0.0,0,,RPSOMLRJPHJFFFH66CC,桃園市八德區中華段1716地號
