year_s,鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,土地位置
106-1,楊梅區,土地,草湳坡段埔心小段54-19地號,1155.0,住,,,1051219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90000,78.0,,0.0,0,,RPPNMLMJJHMFFDH97DC,桃園市楊梅區草湳坡段埔心小段54-19地號
106-1,楊梅區,土地,草湳坡段埔心小段54-19地號,1155.0,住,,,1051219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90000,78.0,,0.0,0,,RPQNMLMJJHMFFDH08DC,桃園市楊梅區草湳坡段埔心小段54-19地號
106-1,大園區,土地,東園段252地號,1463.62,住,,,1051221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,66411,45.0,,0.0,0,,RPXNMLOJJHMFFEH09DC,桃園市大園區東園段252地號
106-1,大園區,土地,東園段253地號,5913.26,住,,,1051221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,268311,45.0,,0.0,0,,RPPOMLOJJHMFFEH38DC,桃園市大園區東園段253地號
106-1,大園區,土地,竹圍段拔子林小段97-95地號,73.0,商,,,1060101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,23000,315.0,,0.0,0,地上物無登記,RPROMLKLJHMFFEH38DC,桃園市大園區竹圍段拔子林小段97-95地號
106-2,中壢區,土地,青平段183-1地號,345.1,住,,,1060107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,13000,38.0,,0.0,0,,RPQOMLRJKHMFFBH48CC,桃園市中壢區青平段183-1地號
106-2,觀音區,土地,下埔頂段141地號,6916.97,,一般農業區,丁種建築用地,1060125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,472659,68.0,,0.0,0,,RPWPMLSJKHMFFBH66CC,桃園市觀音區下埔頂段141地號
106-2,蘆竹區,土地,宏昌段680地號,1700.18,,特定農業區,農牧用地,1060214,土地5建物0車位0,,,其他,,,,0.0,3,0,0,有,無,有,35000,21.0,,0.0,0,,RPRNMLKLKHMFFEH38DC,桃園市蘆竹區宏昌段680地號
106-2,桃園區,土地,桃園段武陵小段155-121地號,131.0,商,,,1060214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,30000,229.0,,0.0,0,,RPQNMLLLKHMFFAH87CC,桃園市桃園區桃園段武陵小段155-121地號
106-2,平鎮區,土地,廣東段1226地號,163.0,其他,,,1060119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,23000,141.0,,0.0,0,,RPXNMLNLKHMFFGH76CC,桃園市平鎮區廣東段1226地號
106-2,新屋區,土地,新生段934地號,75.0,住,,,1060304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,15000,200.0,,0.0,0,,RPWOMLTJLHMFFDH07DC,桃園市新屋區新生段934地號
106-2,蘆竹區,土地,南青段366地號,3997.99,農,,,1060316,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90000,23.0,,0.0,0,,RPSRMLRKLHMFFEH86CC,桃園市蘆竹區南青段366地號
106-2,中壢區,土地,內壢段868-2地號,661.0,農,,,1060304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,68.0,,0.0,0,,RPPQMLRKLHMFFBH78CC,桃園市中壢區內壢段868-2地號
106-2,八德區,土地,福興段898地號,1908.88,住,,,1060310,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,86600,45.0,,0.0,0,,RPUQMLKLLHMFFFH56DC,桃園市八德區福興段898地號
106-2,蘆竹區,土地,南榮段16-2地號,14.1,工,,,1060114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,14500,1028.0,,0.0,0,,RPVNMLRLLHMFFEH86CC,桃園市蘆竹區南榮段16-2地號
106-2,新屋區,土地,社子段927地號,2148.76,,特定農業區,農牧用地,1060317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,130000,61.0,,0.0,0,,RPPNMLPJMHMFFDH48CC,桃園市新屋區社子段927地號
106-2,蘆竹區,土地,內興段643地號,11105.25,農,,,1060321,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,5.0,,0.0,0,,RPVNMLQJMHMFFEH66CC,桃園市蘆竹區內興段643地號
106-2,蘆竹區,土地,南青段712地號,363.64,農,,,1060324,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,37800,104.0,,0.0,0,,RPQOMLOKMHMFFEH78CC,桃園市蘆竹區南青段712地號
106-2,中壢區,土地,廣青段485地號,43.67,住,,,1060329,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,641.0,,0.0,0,,RPQPMLKLMHMFFBH38DC,桃園市中壢區廣青段485地號
106-2,蘆竹區,土地,內興段695地號,396.69,農,,,1060424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,101.0,,0.0,0,,RPSOMLOLMHMFFEH09CC,桃園市蘆竹區內興段695地號
106-2,楊梅區,土地,草湳坡段埔心小段35-29地號,230.0,其他,,,1060402,土地3建物0車位0,,,其他,,,,0.0,1,0,0,有,無,無,45000,196.0,,0.0,0,,RPUNMLPLMHMFFDH66DC,桃園市楊梅區草湳坡段埔心小段35-29地號
106-2,蘆竹區,土地,長興段683地號,100.0,工,,,1060330,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,5000,50.0,,0.0,0,,RPSOMLPLMHMFFEH56CC,桃園市蘆竹區長興段683地號
106-2,龜山區,土地,華亞段20-1地號,475.59,工,,,1060413,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,53228,112.0,,0.0,0,,RPTNMLSLMHMFFHH17CC,桃園市龜山區華亞段20-1地號
106-3,蘆竹區,土地,宏華段818地號,466.12,,特定農業區,農牧用地,1060426,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,52000,112.0,,0.0,0,,RPSQMLNJNHMFFEH09CC,桃園市蘆竹區宏華段818地號
106-3,桃園區,土地,有恒段28-1地號,792.9,工,,,1060428,土地13建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,88.0,,0.0,0,,RPWNMLTJNHMFFAH86DC,桃園市桃園區有恒段28-1地號
106-3,龜山區,土地,舊路坑三段685地號,1355.37,其他,,,1060429,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,112000,83.0,,0.0,0,,RPXNMLTJNHMFFHH57CC,桃園市龜山區舊路坑三段685地號
106-3,中壢區,土地,雙嶺段206地號,141.26,其他,,,1060521,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,198.0,,0.0,0,,RPTNMLMLNHMFFBH68CC,桃園市中壢區雙嶺段206地號
106-3,蘆竹區,土地,南榮段292地號,605.08,其他,,,1060520,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90000,149.0,,0.0,0,,RPQOMLSJOHMFFEH66CC,桃園市蘆竹區南榮段292地號
106-3,平鎮區,土地,平東段239-1地號,199.58,住,,,1060519,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,35000,175.0,,0.0,0,建物有使照未保存登記,RPSPMLNKOHMFFGH76CC,桃園市平鎮區平東段239-1地號
106-3,蘆竹區,土地,水尾段1586-1地號,538.79,工,,,1060518,土地9建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,85740,159.0,,0.0,0,含增建或未登記建物。,RPPPMLOKOHMFFEH98CC,桃園市蘆竹區水尾段1586-1地號
106-3,龍潭區,土地,烏林段95地號,651.0,,工業區,丁種建築用地,1060608,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,98000,151.0,,0.0,0,,RPRNMLRKOHMFFCH09CC,桃園市龍潭區烏林段95地號
106-3,蘆竹區,土地,山鼻段861-1地號,6449.06,工,,,1060602,土地14建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,650000,101.0,,0.0,0,,RPSNMLKLOHMFFEH88DC,桃園市蘆竹區山鼻段861-1地號
106-3,龜山區,土地,警大段568地號,2174.13,其他,,,1060605,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,37.0,,0.0,0,,RPQNMLNLOHMFFHH56CC,桃園市龜山區警大段568地號
106-3,八德區,土地,興仁段615地號,3111.16,住,,,1060620,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,188200,60.0,,0.0,0,,RPPNMLOLOHMFFFH98CC,桃園市八德區興仁段615地號
106-3,中壢區,土地,青溪段480地號,1436.7,其他,,,1060627,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,56.0,,0.0,0,,RPPQMLRLOHMFFBH66DC,桃園市中壢區青溪段480地號
106-3,蘆竹區,土地,公埔段567-2地號,521.25,其他,,,1060626,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,29.0,,0.0,0,,RPUOMLSLOHMFFEH27CC,桃園市蘆竹區公埔段567-2地號
106-3,八德區,土地,高城段154地號,721.68,其他,,,1060602,土地15建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,65000,90.0,,0.0,0,,RPRNMLKMOHMFFFH88CC,桃園市八德區高城段154地號
106-3,龜山區,土地,龜山段918-1地號,59.0,住,,,1060607,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,169.0,,0.0,0,建物未辦保存登記,RPUNMLKKPHMFFHH66CC,桃園市龜山區龜山段918-1地號
106-3,新屋區,土地,青田段662地號,2641.49,,特定農業區,農牧用地,1060623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,19.0,,0.0,0,分租555平方公尺,RPOOMLOKPHMFFDH78CC,桃園市新屋區青田段662地號
106-3,中壢區,土地,興南段公坡小段18地號,4906.0,農,,,1060623,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,121440,25.0,,0.0,0,分租600坪,RPWOMLOKPHMFFBH76CC,桃園市中壢區興南段公坡小段18地號
106-3,大溪區,土地,廣福段900地號,19784.93,,特定農業區,丁種建築用地,1060720,土地54建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,748800,38.0,,0.0,0,,RPWPMLPLPHMFFCH17CC,桃園市大溪區廣福段900地號
106-3,大園區,土地,橫山段湳子小段509-3地號,366.0,農,,,1060722,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,137.0,,0.0,0,租賃範圍包含未保存登記建物,RPRNMLPLPHMFFEH86EC,桃園市大園區橫山段湳子小段509-3地號
106-3,桃園區,土地,龍安段285-1地號,602.6,商,,,1060620,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,281000,466.0,,0.0,0,建物未辦保存,RPTNMLSLPHMFFAH86DC,桃園市桃園區龍安段285-1地號
106-3,桃園區,土地,龍安段285-1地號,657.0,商,,,1060620,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,90000,137.0,,0.0,0,建物未辦保存,RPVNMLSLPHMFFAH07DC,桃園市桃園區龍安段285-1地號
106-4,龜山區,土地,樂善段161-1地號,430.0,住,,,1060704,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28350,66.0,,0.0,0,,RPVNMLMJQHMFFHH96CC,桃園市龜山區樂善段161-1地號
106-4,中壢區,土地,普義段530地號,4.7,住,,,1060721,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,12000,2553.0,,0.0,0,含地上建築物，建築物無保存登記,RPRSMLNJQHMFFBH66DC,桃園市中壢區普義段530地號
106-4,楊梅區,土地,啟明段871地號,572.0,其他,,,1060821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,44.0,,0.0,0,,RPSOMLOLQHMFFDH86DC,桃園市楊梅區啟明段871地號
106-4,蘆竹區,土地,富興段475地號,5844.89,農,,,1060829,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,400000,68.0,,0.0,0,,RPSNMLSJRHMFFEH17DC,桃園市蘆竹區富興段475地號
106-4,桃園區,土地,新埔段547地號,110.0,其他,,,1060830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,773.0,,0.0,0,,RPUPMLPKRHMFFAH96DC,桃園市桃園區新埔段547地號
106-4,桃園區,土地,中路二段193地號,527.28,住,,,1060823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,79750,151.0,,0.0,0,,RPRNMLMLRHMFFAH78CC,桃園市桃園區中路二段193地號
106-4,大園區,土地,埔心段三塊厝小段433地號,3885.0,,特定農業區,農牧用地,1060922,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,199800,51.0,,0.0,0,,RPOQMLNJIIMFFEH28CC,桃園市大園區埔心段三塊厝小段433地號
106-4,桃園區,土地,延壽段525地號,66.75,住,,,1060920,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,7000,105.0,,0.0,0,租賃期間:106/10/01~107/04/30,RPTOMLTJIIMFFAH88DC,桃園市桃園區延壽段525地號
106-4,蘆竹區,土地,坑子口段海湖小段56-744地號,3184.0,,工業區,丁種建築用地,1060925,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,40000,13.0,,0.0,0,含增建或未登記建物。有使用執照。,RPXNMLNKIIMFFEH98CC,桃園市蘆竹區坑子口段海湖小段56-744地號
106-4,八德區,土地,大福段267地號,89.54,農,,,1061017,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,21000,235.0,,0.0,0,地上物有未保存登記一棟,RPOOMLKLIIMFFFH08CC,桃園市八德區大福段267地號
106-4,龜山區,土地,牛角坡段水尾小段54-14地號,475.0,農,,,1061005,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,147.0,,0.0,0,,RPTNMLNLIIMFFHH98CC,桃園市龜山區牛角坡段水尾小段54-14地號
106-4,龜山區,土地,楓樹段7地號,317.42,住,,,1061017,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,37000,117.0,,0.0,0,,RPOOMLKMIIMFFHH38CC,桃園市龜山區楓樹段7地號
106-4,桃園區,土地,中德段701-2地號,1523.63,工,,,1061006,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,250000,164.0,,0.0,0,,RPOOMLKMIIMFFAH67CC,桃園市桃園區中德段701-2地號
106-4,平鎮區,土地,廣豐段795地號,46.28,住,,,1061024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,21000,454.0,,0.0,0,,RPUNMLMJJIMFFGH78CC,桃園市平鎮區廣豐段795地號
106-4,中壢區,土地,興南段興南小段192-20地號,358.0,商,,,1060915,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,135000,377.0,,0.0,0,建物未辦保存,RPRPMLRJJIMFFBH78DC,桃園市中壢區興南段興南小段192-20地號
106-4,蘆竹區,土地,大竹段65地號,771.47,其他,,,1061101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,256300,332.0,,0.0,0,,RPTNMLTJJIMFFEH56CC,桃園市蘆竹區大竹段65地號
107-1,龜山區,土地,牛角坡段水尾小段72-2地號,1440.9,農,,,1061110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,150000,104.0,,0.0,0,一地上有農地廠房。二租金第一-三年:150000租金第四-六年:155000租金第七-十年:160000,RPOOMLRKJIMFFHH98CC,桃園市龜山區牛角坡段水尾小段72-2地號
107-1,龍潭區,土地,五福段143地號,2644.0,農,,,1061025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,19.0,,0.0,0,,RPPOMLRKJIMFFCH58CC,桃園市龍潭區五福段143地號
107-1,蘆竹區,土地,水尾段686地號,495.87,工,,,1061101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,121.0,,0.0,0,含有建物120坪未有保存登記,RPQPMLNLJIMFFEH68CC,桃園市蘆竹區水尾段686地號
107-1,中壢區,土地,三座屋段舊社小段43-52地號,248.0,農,,,1061116,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,113.0,,0.0,0,,RPVTMLTLJIMFFBH27CC,桃園市中壢區三座屋段舊社小段43-52地號
107-1,龜山區,土地,明興段303-1地號,122.48,住,,,1061111,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,98.0,,0.0,0,,RPVQMLTLJIMFFHH67DC,桃園市龜山區明興段303-1地號
107-1,龜山區,土地,文化段88地號,389.0,住,,,1061113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,56000,144.0,,0.0,0,,RPPNMLKMJIMFFHH48CC,桃園市龜山區文化段88地號
107-1,八德區,土地,大安段156地號,652.98,,特定農業區,丁種建築用地,1061109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,153000,234.0,,0.0,0,,RPPOMLKMJIMFFFH38CC,桃園市八德區大安段156地號
107-1,蘆竹區,土地,南崁段186地號,102.65,住,,,1061121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,88000,857.0,,0.0,0,,RPQOMLSJKIMFFEH98CC,桃園市蘆竹區南崁段186地號
107-1,平鎮區,土地,平東段455地號,32.03,住,,,1061130,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,有,4000,125.0,,0.0,0,,RPUNMLPLKIMFFGH76CC,桃園市平鎮區平東段455地號
107-1,平鎮區,土地,東安段778-1地號,199.95,其他,,,1061019,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,17000,85.0,,0.0,0,未保存登記房子一棟,RPPOMLQLKIMFFGH09CC,桃園市平鎮區東安段778-1地號
107-1,龜山區,土地,南崁頂段陳厝坑小段527-41地號,958.67,其他,,,1061229,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,82000,86.0,,0.0,0,,RPPNMLKMKIMFFHH58CC,桃園市龜山區南崁頂段陳厝坑小段527-41地號
107-1,龜山區,土地,警大段79地號,940.52,農,,,1061228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,55000,58.0,,0.0,0,,RPQNMLKMKIMFFHH68CC,桃園市龜山區警大段79地號
107-1,桃園區,土地,鹽埕段836地號,836.34,住,,,1070104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,60.0,,0.0,0,,RPQOMLLKJHNFFAH87CC,桃園市桃園區鹽埕段836地號
107-1,桃園區,土地,龍鳳段18地號,395.95,工,,,1070115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,278.0,,0.0,0,,RPVOMLQKJHNFFAH88CC,桃園市桃園區龍鳳段18地號
107-1,蘆竹區,土地,文中段1135地號,300.03,農,,,1070130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,100.0,,0.0,0,,RPOQMLLMJHNFFEH48CC,桃園市蘆竹區文中段1135地號
107-1,蘆竹區,土地,大竹圍段130-14地號,1835.0,,特定農業區,農牧用地,1070102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,190000,104.0,,0.0,0,,RPPQMLLMJHNFFEH58CC,桃園市蘆竹區大竹圍段130-14地號
107-1,蘆竹區,土地,蘆興段120地號,1652.9,農,,,1070116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,100000,60.0,,0.0,0,,RPRQMLLMJHNFFEH78CC,桃園市蘆竹區蘆興段120地號
107-1,龜山區,土地,煉油段149地號,60.43,工,,,1070131,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,16000,265.0,,0.0,0,,RPRPMLLMJHNFFHH98CC,桃園市龜山區煉油段149地號
107-1,龜山區,土地,煉油段146地號,67.65,工,,,1070131,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,222.0,,0.0,0,,RPSPMLLMJHNFFHH09CC,桃園市龜山區煉油段146地號
107-1,桃園區,土地,寶山段997地號,161.61,住,,,1061127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,124.0,,0.0,0,地上有無廠登之建物，出租坪數為70坪。,RPWPMLQJKHNFFAH09CC,桃園市桃園區寶山段997地號
107-1,龜山區,土地,華亞段30地號,1126.57,工,,,1070116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,107618,96.0,,0.0,0,含稅金費用。,RPOPMLSJKHNFFHH56CC,桃園市龜山區華亞段30地號
107-2,八德區,土地,大成段34地號,100.33,商,,,1070122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,125000,1246.0,,0.0,0,本租賃含未保存登記建物.租金調整:第1-5年每月125000元.第6-10年每月128750元.第11-15年每月132613元,RPQOMLNKKHNFFFH68CC,桃園市八德區大成段34地號
107-2,中壢區,土地,後興段40地號,185.75,工,,,1070203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,81.0,,0.0,0,,RPUOMLQLKHNFFBH09CC,桃園市中壢區後興段40地號
107-2,龜山區,土地,善捷段159地號,2989.61,商,,,1070131,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,630000,211.0,,0.0,0,,RPSNMLQLKHNFFHH76CC,桃園市龜山區善捷段159地號
107-2,中壢區,土地,永清段631地號,7395.04,工,,,1070119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,782950,106.0,,0.0,0,,RPPNMLSLKHNFFBH68CC,桃園市中壢區永清段631地號
107-2,楊梅區,土地,楊梅段9-17地號,65.94,住,,,1060701,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,42000,637.0,,0.0,0,建物未辦保存登記，新成路。,RPXPMLLJLHNFFDH66EC,桃園市楊梅區楊梅段9-17地號
107-2,楊梅區,土地,草湳坡段埔心小段35-29地號,230.0,住,,,1060402,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,196.0,,0.0,0,含未登記建物,RPPQMLLJLHNFFDH58EC,桃園市楊梅區草湳坡段埔心小段35-29地號
107-2,蘆竹區,土地,公埔段674地號,925.0,工,,,1070203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,168000,182.0,,0.0,0,,RPSNMLMJLHNFFEH58CC,桃園市蘆竹區公埔段674地號
107-2,新屋區,土地,青田段663地號,860.6,,特定農業區,農牧用地,1070302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,95000,110.0,,0.0,0,土地總坪數約為802坪，出租部分260坪，另地上有無廠登之建物，坪數約為260坪。,RPXNMLQJLHNFFDH76CC,桃園市新屋區青田段663地號
107-2,龍潭區,土地,九座段451地號,100.0,,鄉村區,乙種建築用地,1070302,土地2建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,20000,200.0,,0.0,0,地上建物一棟  建物無保存登記  樓層2樓只租賃1樓 土地出租範圍為現有一樓建物範圍,RPWNMLQKLHNFFCH76DC,桃園市龍潭區九座段451地號
107-2,龜山區,土地,新路段566地號,111.0,其他,,,1070320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,38000,342.0,,0.0,0,,RPPNMLKLLHNFFHH68DC,桃園市龜山區新路段566地號
107-2,蘆竹區,土地,錦中段680-1地號,350.1,工,,,1070312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,428.0,,0.0,0,,RPRNMLKLLHNFFEH48CC,桃園市蘆竹區錦中段680-1地號
107-2,龜山區,土地,南上段679地號,2034.65,工,,,1070312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,28000,14.0,,0.0,0,含增建或未登記建物。當倉庫使用。,RPRNMLQLLHNFFHH76CC,桃園市龜山區南上段679地號
107-2,龜山區,土地,吉祥段580地號,661.15,其他,,,1070307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,91.0,,0.0,0,,RPSNMLLMLHNFFHH09CC,桃園市龜山區吉祥段580地號
107-2,龜山區,土地,蔗園段851地號,265.07,工,,,1070312,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,52000,196.0,,0.0,0,,RPTNMLLMLHNFFHH56CC,桃園市龜山區蔗園段851地號
107-2,蘆竹區,土地,水尾段1046地號,636.18,工,,,1070305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,180000,283.0,,0.0,0,,RPOOMLLMLHNFFEH48CC,桃園市蘆竹區水尾段1046地號
107-2,蘆竹區,土地,坑子口段後壁厝小段450地號,2347.1,,一般農業區,農牧用地,1070320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,85.0,,0.0,0,,RPQNMLOJMHNFFEH68CC,桃園市蘆竹區坑子口段後壁厝小段450地號
107-2,中壢區,土地,榮民段820地號,1297.0,工,,,1070326,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,116.0,,0.0,0,地上物廠房乙棟附使用執照,RPVNMLOJMHNFFBH88CC,桃園市中壢區榮民段820地號
107-2,大園區,土地,埔心段三塊厝小段433地號,967.0,,特定農業區,農牧用地,1070417,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,105600,109.0,,0.0,0,地上有不可廠登之建物，出租坪數約為330坪。,RPQOMLTKMHNFFEH76CC,桃園市大園區埔心段三塊厝小段433地號
107-2,楊梅區,土地,民豐段1531地號,1158.25,,工業區,丁種建築用地,1070418,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,95.0,,0.0,0,地上有不可廠登之建物，出租坪數為250坪。,RPVOMLTKMHNFFDH17CC,桃園市楊梅區民豐段1531地號
107-2,楊梅區,土地,楊梅段9-245地號,312.0,商,,,1070402,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,300000,962.0,,0.0,0,1.租賃日期為房屋興建完成點交日。2.租金含地上物，尚未興建。,RPPNMLLLMHNFFDH58EC,桃園市楊梅區楊梅段9-245地號
107-2,桃園區,土地,中路三段48地號,1633.6,住,,,1070415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,150000,92.0,,0.0,0,,RPQNMLNLMHNFFAH38CC,桃園市桃園區中路三段48地號
107-2,觀音區,土地,濱海段456地號,661.16,,一般農業區,農牧用地,1070405,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,10000,15.0,,0.0,0,租賃面積200坪,RPUNMLOLMHNFFBH98CC,桃園市觀音區濱海段456地號
107-2,八德區,土地,大安段156地號,652.98,,特定農業區,丁種建築用地,1070425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,230.0,,0.0,0,地上建物還未登記完成，出租面積為803.41平方公尺。,RPUNMLRLMHNFFFH07CC,桃園市八德區大安段156地號
107-2,大園區,土地,橫山段橫山小段265-20地號,2646.0,,特定農業區,丁種建築用地,1070424,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,269500,102.0,,0.0,0,地上物廠房乙棟有使用執照未保存登記,RPQQMLRLMHNFFEH86CC,桃園市大園區橫山段橫山小段265-20地號
107-2,大園區,土地,內海墘段1191地號,892.56,,一般農業區,農牧用地,1070416,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,90.0,,0.0,0,地上物乙棟無保存登記,RPRQMLRLMHNFFEH96CC,桃園市大園區內海墘段1191地號
107-2,蘆竹區,土地,蘆興段600地號,1171.89,農,,,1070413,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,68.0,,0.0,0,含出租乙棟無保存登記地上物,RPSNMLLJNHNFFEH68CC,桃園市蘆竹區蘆興段600地號
