land_id,tran_coordinate,group_id,group_center,refer_point1,refer_point2,refer_point3,refer_point4,group_center_DIST,refer_point1_DIST,refer_point2_DIST,refer_point3_DIST,refer_point4_DIST
390,"25.0179464354755,121.123186390095",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6709.270869080565,8938.07052141315,5304.722510969105,9209.673414797218,4815.409353562823
392,"25.035078133457503,121.23174653841",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6298.070490210074,7946.840554741057,5846.333957830426,3711.996932014036,9139.342760955049
395,"25.05281339837,121.21888230314",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4540.376179493645,5684.785405530439,5187.843228314935,1585.697643110698,7529.152223096511
397,"25.031624093467,121.217663244",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5210.425566340035,7275.577993492857,4400.404107328414,3127.693212447852,7905.076343536172
409,"25.048337272802,121.13948383893",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3619.882753916711,5270.881167902036,4052.825786307263,6560.312340032759,1068.922777499757
412,"25.0419558688505,121.134890595135",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4289.083089909392,6108.642988271528,4180.603560917208,7149.192020348097,1911.9735298835615
422,"25.038552698841,121.138587840885",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4119.682381361302,6176.860541558122,3713.551689562293,6888.426499028698,2113.7086548417683
423,"25.0125525175555,121.204719954215",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5801.760399345339,8492.583712045429,3632.828005367209,4911.671783376951,7821.427929293965
249,"25.0306109752375,121.21797616953",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",5297.919110608981,7384.223395558483,4428.279953420887,3242.2816115879546,7974.9156148282855
427,"25.04484488243149,121.1693411174",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",1417.7991545277707,4360.3492683939585,1734.4037092659034,3725.7540303042238,2848.2919730063336
428,"25.0747684991005,121.20626056842",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",3801.0987957765246,3399.9669456824736,5944.522512971624,1996.3468600295153,6548.331073125289
432,"25.0529721678015,121.21461671888",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4110.413020951344,5337.841540960903,4826.89434543119,1172.810367790181,7098.452069585514
456,"25.037550040006,121.21736287922",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4862.026689930008,6744.344362175487,4448.925055761904,2540.8270769749793,7667.957273927
465,"25.044027054149502,121.135446156195",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",4153.21618384636,5898.47197477126,4207.960377161716,7044.66085151589,1686.7076543275768
471,"24.9957993431235,121.163819760755",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",6845.838813201621,9821.704464585899,3907.1410707582063,7879.2838066406275,7044.767729388523
487,"25.0589262274435,121.196269472295",9,"25.05688468927438,121.1741083860318","25.08396727064484,121.1741083860318","25.02980210790392,121.1741083860318","25.05688468927438,121.203816566657","25.05688468927438,121.14440020540661",2247.5206732924357,3562.808117979959,3925.5005941195295,794.3926321082218,5238.634028656084
